division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
featherweight,http://boxrec.com/boxer/384120,2012-05-05,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Featherweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World featherweight title</a><br><span style=""font-size:10px;"">Yordan down once in Round 1; Villanueva down twice in Round 2.</span></td>",http://boxrec.com/show/633113,http://boxrec.com/boxer/352399,KO,"Marina Bay Sands Hotel, Singapore",Daud Yordan,Lorenzo Villanueva,W
heavyweight,http://boxrec.com/boxer/17783,2012-03-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Heavyweight"" border=""0"" class=""dLink"">WBA Super World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Heavyweight"" border=""0"" class=""dLink"">WBO World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br><span style=""font-size:10px;"">Mormeck down once in rounds two and four</span></td>",http://boxrec.com/show/631939,http://boxrec.com/boxer/7035,KO,"ESPRIT arena, Düsseldorf, Nordrhein-Westfalen",Wladimir Klitschko,Jean Marc Mormeck,W
super middleweight,http://boxrec.com/boxer/387211,2012-03-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World super middleweight title</a><br></td>",http://boxrec.com/show/632045,http://boxrec.com/boxer/460738,TKO,"Emperors Palace, Kempton Park, Gauteng",Thomas Oosthuizen,Serge Yannick,W
super lightweight,http://boxrec.com/boxer/391223,2012-03-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super lightweight title</a><br><span style=""font-size:10px;"">Wills penalized one point for head butting.</span></td>",http://boxrec.com/show/632045,http://boxrec.com/boxer/74028,TKO,"Emperors Palace, Kempton Park, Gauteng",Kaizer Mabuza,Steven Wills,W
lightweight,http://boxrec.com/boxer/194337,2012-01-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Lightweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World lightweight title</a><br><span style=""font-size:10px;"">Mathews, cut below the lett eye and down from a body shot in the 6th round.</span></td>",http://boxrec.com/show/629345,http://boxrec.com/boxer/168317,TKO,"Olympia, Liverpool, Merseyside",Derry Mathews,Emiliano Marsili,L 
middleweight,http://boxrec.com/boxer/137062,2011-12-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBA?division=Middleweight"" border=""0"" class=""dLink"">WBA World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World middleweight title</a><br></td>",http://boxrec.com/show/627848,http://boxrec.com/boxer/356831,KO,"Ballsaal Interconti-Hotel, Düsseldorf, Nordrhein-Westfalen",Gennady Golovkin,Lajuan Simon,W
bantamweight,http://boxrec.com/boxer/42089,2011-12-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Bantamweight"" border=""0"" class=""dLink"">WBA Super World bantamweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Bantamweight"" border=""0"" class=""dLink"">International Boxing Organization World bantamweight title</a><br><span style=""font-size:10px;"">If Moreno wins, IBO title will become vacant.<br>
Darchinyan deducted 1 point in rd 4 for throwing opponent to ground</span></td>",http://boxrec.com/show/628095,http://boxrec.com/boxer/97557,UD,"Honda Center, Anaheim, California",Anselmo Moreno,Vic Darchinyan,W
super featherweight,http://boxrec.com/boxer/389939,2011-11-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Featherweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super featherweight title</a><br></td>",http://boxrec.com/show/627694,http://boxrec.com/boxer/460117,UD,"Challenge Stadium, Mt Claremont, Western Australia",Will Tomlinson,Alan Herrera,W
super middleweight,http://boxrec.com/boxer/332744,2011-11-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World super middleweight title</a><br></td>",http://boxrec.com/show/628486,http://boxrec.com/boxer/460738,TKO,"Emperors Palace, Kempton Park, Gauteng",Thomas Oosthuizen,Francisco Sierra,W
welterweight,http://boxrec.com/boxer/74028,2011-09-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Welterweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World welterweight title</a><br></td>",http://boxrec.com/show/623133,http://boxrec.com/boxer/371022,UD,"Emperors Palace, Kempton Park, Gauteng",Chris van Heerden,Kaizer Mabuza,W
minimumweight,http://boxrec.com/boxer/341324,2011-09-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Minimumweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World minimumweight title</a><br></td>",http://boxrec.com/show/623133,http://boxrec.com/boxer/397849,UD,"Emperors Palace, Kempton Park, Gauteng",Hekkie Budler,Michael Landero,W
super middleweight,http://boxrec.com/boxer/325334,2011-09-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World super middleweight title</a><br></td>",http://boxrec.com/show/624358,http://boxrec.com/boxer/460738,UD,"Beau Rivage Resort & Casino, Biloxi, Mississippi",Thomas Oosthuizen,Aaron Pryor Jr,W
bantamweight,http://boxrec.com/boxer/184441,2011-09-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Bantamweight"" border=""0"" class=""dLink"">International Boxing Organization World bantamweight title</a><br><span style=""font-size:10px;"">Mbamba down once in the first round</span></td>",http://boxrec.com/show/626556,http://boxrec.com/boxer/42089,UD,"Karen Demirchyan Sports Complex, Yerevan",Vic Darchinyan,Evans Mbamba,W
cruiserweight,http://boxrec.com/boxer/14043,2011-07-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">International Boxing Organization World cruiserweight title</a><br><span style=""font-size:10px;"">Green down in Second round</span></td>",http://boxrec.com/show/618932,http://boxrec.com/boxer/51748,RTD,"Entertainment Centre, Sydney, New South Wales",Danny Green,Antonio Tarver,L 
heavyweight,http://boxrec.com/boxer/155774,2011-07-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Heavyweight"" border=""0"" class=""dLink"">WBA Super World heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Heavyweight"" border=""0"" class=""dLink"">WBO World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br><span style=""font-size:10px;"">Klitschko lost one point in round seven, Haye down once in round eleven</span></td>",http://boxrec.com/show/619703,http://boxrec.com/boxer/7035,UD,"Imtech-Arena, Altona, Hamburg",Wladimir Klitschko,David Haye,W
middleweight,http://boxrec.com/boxer/187771,2011-06-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br></td>",http://boxrec.com/show/620638,http://boxrec.com/boxer/238446,KO,"Sport Palace, Kiev",Avtandil Khurtsidze,Dionisio Miranda,W
super middleweight,http://boxrec.com/boxer/15153,2011-06-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World super middleweight title</a><br></td>",http://boxrec.com/show/618363,http://boxrec.com/boxer/460738,UD,"Emperors Palace, Kempton Park, Gauteng",Thomas Oosthuizen,William Gare,W
light heavyweight,http://boxrec.com/boxer/1414,2011-05-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><span style=""font-size:10px;"">IBO title vacant after the fight because Hopkins didn't pay sanctioning fee.</span></td>",http://boxrec.com/show/615763,http://boxrec.com/boxer/290691,UD,"Bell Centre, Montreal, Quebec",Jean Pascal,Bernard Hopkins,L 
bantamweight,http://boxrec.com/boxer/324300,2011-04-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Bantamweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World bantamweight title</a><br><span style=""font-size:10px;"">Perez down in round two, fight stopped due to a Perez cut from an accidental head-butt</span></td>",http://boxrec.com/show/614238,http://boxrec.com/boxer/42089,TD,"Nokia Theater, Los Angeles, California",Vic Darchinyan,Yonnhy Perez,W
super bantamweight,http://boxrec.com/boxer/244551,2011-03-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Bantamweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super bantamweight title</a><br></td>",http://boxrec.com/show/615209,http://boxrec.com/boxer/225386,UD,"Emperors Palace, Kempton Park, Gauteng",Tshifhiwa Munyai,Danilo Pena,W
super middleweight,http://boxrec.com/boxer/288893,2011-03-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super middleweight title</a><br><span style=""font-size:10px;"">3rd judge and scoring unknown</span></td>",http://boxrec.com/show/615209,http://boxrec.com/boxer/460738,TKO,"Emperors Palace, Kempton Park, Gauteng",Thomas Oosthuizen,Evert Bravo,W
middleweight,http://boxrec.com/boxer/238794,2011-03-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World middleweight title</a><br></td>",http://boxrec.com/show/612799,http://boxrec.com/boxer/238446,UD,"Sport Palace, Tbilisi",Avtandil Khurtsidze,Mariusz Cendrowski,W
light flyweight,http://boxrec.com/boxer/365040,2011-01-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Flyweight"" border=""0"" class=""dLink"">International Boxing Organization World light flyweight title</a><br></td>",http://boxrec.com/show/611373,http://boxrec.com/boxer/397849,SD,"Emperors Palace, Kempton Park, Gauteng",Hekkie Budler,Gideon Buthelezi,L 
light heavyweight,http://boxrec.com/boxer/1414,2010-12-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World light heavyweight title</a><br></td>",http://boxrec.com/show/607434,http://boxrec.com/boxer/290691,MD,"Pepsi Coliseum, Quebec City, Quebec",Jean Pascal,Bernard Hopkins,D
bantamweight,http://boxrec.com/boxer/287904,2010-12-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Bantamweight"" border=""0"" class=""dLink"">International Boxing Organization World bantamweight title</a><br><a href=""http://boxrec.com/title/WBCSIL?division=Bantamweight"" border=""0"" class=""dLink"">vacant WBC Silver  bantamweight title</a><br><span style=""font-size:10px;"">Mares down once in the second and deducted a point in the fourth round; Darchinyan down once in round seven</span></td>",http://boxrec.com/show/606984,http://boxrec.com/boxer/42089,SD,"Emerald Queen Casino, Tacoma, Washington",Vic Darchinyan,Abner Mares,L 
super welterweight,http://boxrec.com/boxer/95047,2010-12-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Middleweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super welterweight title</a><br></td>",http://boxrec.com/show/610198,http://boxrec.com/boxer/257892,TKO,"Ice Palace ""Terminal"", Brovari",Zaurbek Baysangurov,Richard Gutierrez,W
cruiserweight,http://boxrec.com/boxer/188315,2010-11-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">International Boxing Organization World cruiserweight title</a><br></td>",http://boxrec.com/show/606964,http://boxrec.com/boxer/51748,UD,"Challenge Stadium, Mt Claremont, Western Australia",Danny Green,BJ Flores,W
super middleweight,http://boxrec.com/boxer/460738,2010-11-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World super middleweight title</a><br></td>",http://boxrec.com/show/602871,http://boxrec.com/boxer/339766,SD,"Emperors Palace, Kempton Park, Gauteng",Isaac Chilemba,Thomas Oosthuizen,D
welterweight,http://boxrec.com/boxer/365037,2010-09-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World welterweight title</a><br></td>",http://boxrec.com/show/602867,http://boxrec.com/boxer/14180,SD,"Emperors Palace, Kempton Park, Gauteng",Lovemore Ndou,Bongani Mwelase,W
featherweight,http://boxrec.com/boxer/38070,2010-09-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Featherweight"" border=""0"" class=""dLink"">International Boxing Organization World featherweight title</a><br><span style=""font-size:10px;"">Asiku down in rd. 4 and twice in rd. 5.</span></td>",http://boxrec.com/show/605155,http://boxrec.com/boxer/53710,TKO,"Hilton Hotel, Las Vegas, Nevada",Jackson Asiku,Jhonny Gonzalez,L 
heavyweight,http://boxrec.com/boxer/32364,2010-09-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Heavyweight"" border=""0"" class=""dLink"">WBO World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br></td>",http://boxrec.com/show/602955,http://boxrec.com/boxer/7035,KO,"Commerzbank-Arena, Frankfurt, Hessen",Wladimir Klitschko,Samuel Peter,W
light heavyweight,http://boxrec.com/boxer/60393,2010-08-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World light heavyweight title</a><br></td>",http://boxrec.com/show/596945,http://boxrec.com/boxer/290691,TD,"Bell Centre, Montreal, Quebec",Jean Pascal,Chad Dawson,W
cruiserweight,http://boxrec.com/boxer/15669,2010-07-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">International Boxing Organization World cruiserweight title</a><br></td>",http://boxrec.com/show/601584,http://boxrec.com/boxer/51748,KO,"Challenge Stadium, Perth, Western Australia",Danny Green,Paul Briggs,W
super middleweight,http://boxrec.com/boxer/447576,2010-06-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Middleweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super middleweight title</a><br></td>",http://boxrec.com/show/597714,http://boxrec.com/boxer/339766,UD,"Emperors Palace, Kempton Park, Gauteng",Isaac Chilemba,Michael Bolling,W
light flyweight,http://boxrec.com/boxer/7684,2010-06-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Flyweight"" border=""0"" class=""dLink"">International Boxing Organization World light flyweight title</a><br><span style=""font-size:10px;"">Rubillar warned several times to keep his punches up &amp; eventually deducted a point in round 6 for low blow</span></td>",http://boxrec.com/show/597714,http://boxrec.com/boxer/397849,SD,"Emperors Palace, Kempton Park, Gauteng",Hekkie Budler,Juanito Rubillar,W
minimumweight,http://boxrec.com/boxer/397638,2010-06-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Minimumweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World minimumweight title</a><br></td>",http://boxrec.com/show/597714,http://boxrec.com/boxer/365040,UD,"Emperors Palace, Kempton Park, Gauteng",Gideon Buthelezi,Ronelle Ferreras,W
middleweight,http://boxrec.com/boxer/807,2010-05-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World middleweight title</a><br></td>",http://boxrec.com/show/598067,http://boxrec.com/boxer/18537,TKO,"Mohegan Sun Casino, Uncasville, Connecticut",Peter Manfredo Jr,Angel Hernandez,W
bantamweight,http://boxrec.com/boxer/84810,2010-05-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Bantamweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World bantamweight title</a><br><span style=""font-size:10px;"">Barcelona down twice in 5th, once in 11th and deducted a point in each of the 6th and 12th</span></td>",http://boxrec.com/show/600051,http://boxrec.com/boxer/42089,UD,"Leagues Club, Parramatta, New South Wales",Vic Darchinyan,Eric Barcelona,W
cruiserweight,http://boxrec.com/boxer/14602,2010-04-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">International Boxing Organization World cruiserweight title</a><br><span style=""font-size:10px;"">Siaca down in 2nd</span></td>",http://boxrec.com/show/596227,http://boxrec.com/boxer/51748,KO,"Challenge Stadium, Perth, Western Australia",Danny Green,Manny Siaca,W
heavyweight,http://boxrec.com/boxer/34277,2010-03-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Heavyweight"" border=""0"" class=""dLink"">WBO World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br></td>",http://boxrec.com/show/591838,http://boxrec.com/boxer/7035,KO,"ESPRIT arena, Düsseldorf, Nordrhein-Westfalen",Wladimir Klitschko,Eddie Chambers,W
lightweight,http://boxrec.com/boxer/64852,2010-03-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Lightweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World lightweight title</a><br></td>",http://boxrec.com/show/596410,http://boxrec.com/boxer/359003,UD,"Agua Caliente Casino, Rancho Mirage, California",Leonardo Zappavigna,Fernando Angulo,W
light flyweight,http://boxrec.com/boxer/7684,2010-02-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Flyweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World light flyweight title</a><br></td>",http://boxrec.com/show/592381,http://boxrec.com/boxer/397849,MD,"Emperors Palace, Kempton Park, Gauteng",Hekkie Budler,Juanito Rubillar,W
cruiserweight,http://boxrec.com/boxer/774820,2009-12-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">International Boxing Organization World cruiserweight title</a><br><span style=""font-size:10px;"">Jones was knocked down prior to the stoppage.</span></td>",http://boxrec.com/show/584077,http://boxrec.com/boxer/51748,TKO,"Acer Arena, Sydney, New South Wales",Danny Green,Roy Jones Jr,W
welterweight,http://boxrec.com/boxer/18454,2009-11-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World welterweight title</a><br></td>",http://boxrec.com/show/584918,http://boxrec.com/boxer/14180,PTS,"Fenton Manor Sports Complex, Stoke-on-Trent, Staffordshire",Lovemore Ndou,Matthew Hatton,D
light heavyweight,http://boxrec.com/boxer/7361,2009-11-07,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">interim WBC World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World light heavyweight title</a><br></td>",http://boxrec.com/show/581242,http://boxrec.com/boxer/60393,UD,"XL Center, Hartford, Connecticut",Chad Dawson,Glen Johnson,W
featherweight,http://boxrec.com/boxer/3312,2009-11-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Featherweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World featherweight title</a><br><span style=""font-size:10px;"">3 knockdown rule</span></td>",http://boxrec.com/show/585921,http://boxrec.com/boxer/53710,KO,"Leagues Club, Parramatta, New South Wales",Jackson Asiku,Heriberto Ruiz,W
lightweight,http://boxrec.com/boxer/33878,2009-10-31,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Lightweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World lightweight title</a><br></td>",http://boxrec.com/show/585344,http://boxrec.com/boxer/76769,KO,"Emperors Palace, Kempton Park, Gauteng",Mlungisi Dlamini,Zolani Marali,W
flyweight,http://boxrec.com/boxer/54180,2009-09-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Flyweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World flyweight title</a><br></td>",http://boxrec.com/show/582756,http://boxrec.com/boxer/354209,TKO,"Coliseo Dolores ""Toyita"" Melendez, Juana Diaz",Cesar Seda,Omar Soto,W
super featherweight,http://boxrec.com/boxer/332936,2009-09-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Featherweight"" border=""0"" class=""dLink"">International Boxing Organization World super featherweight title</a><br></td>",http://boxrec.com/show/582784,http://boxrec.com/boxer/33878,TKO,"Emperors Palace, Kempton Park, Gauteng",Zolani Marali,Ji-Hoon Kim,L 
cruiserweight,http://boxrec.com/boxer/256234,2009-08-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Cruiserweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World cruiserweight title</a><br><span style=""font-size:10px;"">Domínguez down twice in the 5th round</span></td>",http://boxrec.com/show/577983,http://boxrec.com/boxer/51748,TKO,"Coast Coliseum, Biloxi, Mississippi",Danny Green,Julio Cesar Dominguez,W
bantamweight,http://boxrec.com/boxer/84810,2009-07-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Bantamweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World bantamweight title</a><br></td>",http://boxrec.com/show/574939,http://boxrec.com/boxer/98924,UD,"Emperors Palace, Kempton Park, Gauteng",Simpiwe Vetyeka,Eric Barcelona,W
welterweight,http://boxrec.com/boxer/14180,2009-07-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Welterweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World welterweight title</a><br></td>",http://boxrec.com/show/574939,http://boxrec.com/boxer/14997,UD,"Emperors Palace, Kempton Park, Gauteng",Phillip Ndou,Lovemore Ndou,L 
heavyweight,http://boxrec.com/boxer/24358,2009-06-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Heavyweight"" border=""0"" class=""dLink"">WBO World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br><span style=""font-size:10px;"">Chagaev´s WBA title not on the line</span></td>",http://boxrec.com/show/573817,http://boxrec.com/boxer/7035,RTD,"Veltins Arena, Gelsenkirchen, Nordrhein-Westfalen",Wladimir Klitschko,Ruslan Chagaev,W
middleweight,http://boxrec.com/boxer/272538,2009-05-27,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br></td>",http://boxrec.com/show/574059,http://boxrec.com/boxer/14646,SD,"Brisbane Entertainment Centre, Boondall, Queensland",Anthony Mundine,Daniel Geale,W
light heavyweight,http://boxrec.com/boxer/14043,2009-05-09,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World light heavyweight title</a><br></td>",http://boxrec.com/show/572264,http://boxrec.com/boxer/60393,UD,"Hard Rock Hotel and Casino, Las Vegas, Nevada",Chad Dawson,Antonio Tarver,W
super lightweight,http://boxrec.com/boxer/9314,2009-05-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Light%20Welterweight"" border=""0"" class=""dLink"">International Boxing Organization World super lightweight title</a><br></td>",http://boxrec.com/show/570023,http://boxrec.com/boxer/6129,KO,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Manny Pacquiao,Ricky Hatton,W
flyweight,http://boxrec.com/boxer/252301,2009-04-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBF?division=Flyweight"" border=""0"" class=""dLink"">IBF World flyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Flyweight"" border=""0"" class=""dLink"">International Boxing Organization World flyweight title</a><br><span style=""font-size:10px;"">Martinez down twice in Round 1 and once in Round 3 and Round 4.</span></td>",http://boxrec.com/show/571590,http://boxrec.com/boxer/48243,TKO,"Araneta Coliseum, Barangay Cubao, Quezon City, Metro Manila",Nonito Donaire,Raul Martinez,W
super featherweight,http://boxrec.com/boxer/52637,2009-04-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/IBO?division=Super%20Featherweight"" border=""0"" class=""dLink"">vacant International Boxing Organization World super featherweight title</a><br></td>",http://boxrec.com/show/565415,http://boxrec.com/boxer/33878,PTS,"Emperors Palace, Kempton Park, Gauteng",Zolani Marali,Gamaliel Diaz,W
lightweight,http://boxrec.com/boxer/29486,2009-02-28,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBO?division=Lightweight"" border=""0"" class=""dLink"">vacant WBO World lightweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Lightweight"" border=""0"" class=""dLink"">WBA Super World lightweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Lightweight"" border=""0"" class=""dLink"">International Boxing Organization World lightweight title</a><br></td>",http://boxrec.com/show/567417,http://boxrec.com/boxer/12222,TKO,"Toyota Center, Houston, Texas",Juan Manuel Marquez,Juan Diaz,W
