division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
super welterweight,http://boxrec.com/boxer/15161,2002-07-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">interim WBC World super welterweight title</a><br></td>",http://boxrec.com/show/216180,http://boxrec.com/boxer/1308,UD,"Campo de Futbol Las Americas, Parla, Comunidad de Madrid",Javier Castillejo,Roman Karmazin,W
light flyweight,http://boxrec.com/boxer/5228,2002-07-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/213292,http://boxrec.com/boxer/6642,TKO,"Olympic Fencing Gymnasium, Seoul",Jorge Arce,Yo Sam Choi,W
featherweight,http://boxrec.com/boxer/5065,2002-06-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/97545,http://boxrec.com/boxer/8010,UD,"MGM Grand, Las Vegas, Nevada",Marco Antonio Barrera,Erik Morales,W
heavyweight,http://boxrec.com/boxer/474,2002-06-08,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br></td>",http://boxrec.com/show/170691,http://boxrec.com/boxer/1853,KO,"The Pyramid, Memphis, Tennessee",Lennox Lewis,Mike Tyson,W
super lightweight,http://boxrec.com/boxer/15479,2002-05-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBA Super World super lightweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br></td>",http://boxrec.com/show/164655,http://boxrec.com/boxer/4388,UD,"Mandalay Bay Resort & Casino, Las Vegas, Nevada",Kostya Tszyu,Ben Tackie,W
super bantamweight,http://boxrec.com/boxer/9086,2002-05-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">interim WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/164391,http://boxrec.com/boxer/14030,TKO,"Memorial Auditorium, Sacramento, California",Oscar Larios,Israel Vazquez,W
bantamweight,http://boxrec.com/boxer/1135,2002-05-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/157715,http://boxrec.com/boxer/6077,UD,Nonthaburi,Veeraphol Sahaprom,Julio Coronel,W
lightweight,http://boxrec.com/boxer/8837,2002-04-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/154809,http://boxrec.com/boxer/352,UD,"MGM Grand, Las Vegas, Nevada",Floyd Mayweather Jr,Jose Luis Castillo,W
flyweight,http://boxrec.com/boxer/14674,2002-04-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br><span style=""font-size:10px;"">Fastest knockout ever in a World Flyweight title bout</span></td>",http://boxrec.com/show/154403,http://boxrec.com/boxer/34051,KO,"Provincial gymnasium  , Khon Kaen",Pongsaklek Wonjongkam,Daisuke Naito,W
super flyweight,http://boxrec.com/boxer/19513,2002-03-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/144320,http://boxrec.com/boxer/7788,KO,"Arena, Yokohama, Kanagawa",Masamori Tokuyama,Kazuhiro Ryuko,W
super middleweight,http://boxrec.com/boxer/601,2002-03-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/138584,http://boxrec.com/boxer/6405,UD,"Foxwoods Resort, Mashantucket, Connecticut",Eric Lucas,Vinny Pazienza,W
light flyweight,http://boxrec.com/boxer/81203,2002-02-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/136998,http://boxrec.com/boxer/5228,TKO,"Tokyo Bay NK Hall, Urayasu, Chiba",Yo Sam Choi,Shingo Yamaguchi,W
super bantamweight,http://boxrec.com/boxer/15291,2002-02-05,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/133429,http://boxrec.com/boxer/17131,PTS,"Ariake Colosseum, Tokyo",Willie Jorrin,Osamu Sato,D
light heavyweight,http://boxrec.com/boxer/7795,2002-02-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA Super World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World light heavyweight title</a><br><a href=""http://boxrec.com/title/WFO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">World Boxing Federation World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBA?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Association light heavyweight title</a><br></td>",http://boxrec.com/show/133191,http://boxrec.com/boxer/774820,KO,"American Airlines Arena, Miami, Florida",Roy Jones Jr,Glen Kelly,W
middleweight,http://boxrec.com/boxer/1452,2002-02-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br></td>",http://boxrec.com/show/133188,http://boxrec.com/boxer/1414,RTD,"Sovereign Center, Reading, Pennsylvania",Bernard Hopkins,Carl Daniels,W
welterweight,http://boxrec.com/boxer/4952,2002-01-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/131694,http://boxrec.com/boxer/9047,UD,"Madison Square Garden Theater, New York, New York",Vernon Forrest,Shane Mosley,W
bantamweight,http://boxrec.com/boxer/7075,2002-01-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/129211,http://boxrec.com/boxer/6077,UD,Thanyaburi,Veeraphol Sahaprom,Sergio Perez,W
flyweight,http://boxrec.com/boxer/7965,2001-12-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/121224,http://boxrec.com/boxer/34051,TKO,"Jomtien Hotel, Pattaya",Pongsaklek Wonjongkam,Luis Alberto Lazarte,W
super middleweight,http://boxrec.com/boxer/472,2001-11-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/120335,http://boxrec.com/boxer/6405,TKO,"Molson Centre, Montreal, Quebec",Eric Lucas,Dingaan Thobela,W
heavyweight,http://boxrec.com/boxer/6070,2001-11-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br></td>",http://boxrec.com/show/117529,http://boxrec.com/boxer/1853,KO,"Mandalay Bay Resort & Casino, Las Vegas, Nevada",Lennox Lewis,Hasim Rahman,W
minimumweight,http://boxrec.com/boxer/8118,2001-11-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/115733,http://boxrec.com/boxer/14662,TKO,"Budokan, Okayama City, Okayama",Jose Antonio Aguirre,Wolf Tokimitsu,W
super featherweight,http://boxrec.com/boxer/8789,2001-11-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br><span style=""font-size:10px;"">Chavez corner stops the bout after the 9th round</span></td>",http://boxrec.com/show/115689,http://boxrec.com/boxer/352,RTD,"Bill Graham Civic Auditorium, San Francisco, California",Floyd Mayweather Jr,Jesus Chavez,W
super lightweight,http://boxrec.com/boxer/6945,2001-11-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBA Super World super lightweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Welterweight"" border=""0"" class=""dLink"">IBF World super lightweight title</a><br></td>",http://boxrec.com/show/114003,http://boxrec.com/boxer/4388,TKO,"MGM Grand, Las Vegas, Nevada",Kostya Tszyu,Zab Judah,W
cruiserweight,http://boxrec.com/boxer/14359,2001-11-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">WBC World cruiserweight title</a><br><span style=""font-size:10px;"">Gomez vacates his WBC Title on 2002-02-19 to step up in the Heavyweight Division</span></td>",http://boxrec.com/show/113897,http://boxrec.com/boxer/8267,TKO,"Hansehalle, Luebeck, Schleswig-Holstein",Juan Carlos Gomez,Pietro Aurino,W
flyweight,http://boxrec.com/boxer/15560,2001-10-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br><span style=""font-size:10px;"">Technical decision as ref stops fight on doctor's advice due to a Wonjongkam cut suffered in the 4th round. Referee ruled the cut was due to an accidental head-butt.</span></td>",http://boxrec.com/show/111324,http://boxrec.com/boxer/34051,TD,"Indoor Basketball Gymnasium, Hat Yai",Pongsaklek Wonjongkam,Alex Baba,W
light flyweight,http://boxrec.com/boxer/7684,2001-10-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">interim WBC World light flyweight title</a><br></td>",http://boxrec.com/show/109996,http://boxrec.com/boxer/6642,UD,"Auditorio Municipal, Tijuana, Baja California",Jorge Arce,Juanito Rubillar,W
middleweight,http://boxrec.com/boxer/1414,2001-09-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br></td>",http://boxrec.com/show/102870,http://boxrec.com/boxer/3254,TKO,"Madison Square Garden, New York, New York",Felix Trinidad,Bernard Hopkins,L 
super flyweight,http://boxrec.com/boxer/1782,2001-09-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/102331,http://boxrec.com/boxer/7788,UD,"Arena, Yokohama, Kanagawa",Masamori Tokuyama,Gerry Penalosa,W
bantamweight,http://boxrec.com/boxer/14023,2001-09-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/96889,http://boxrec.com/boxer/6077,SD,"Arena, Yokohama, Kanagawa",Veeraphol Sahaprom,Toshiaki Nishioka,D
light heavyweight,http://boxrec.com/boxer/3509,2001-07-28,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA Super World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World light heavyweight title</a><br><a href=""http://boxrec.com/title/WFO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">World Boxing Federation World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBA?division=Light%20Heavyweight"" border=""0"" class=""dLink"">vacant International Boxing Association light heavyweight title</a><br></td>",http://boxrec.com/show/86378,http://boxrec.com/boxer/774820,UD,"Staples Center, Los Angeles, California",Roy Jones Jr,Julio Cesar Gonzalez,W
featherweight,http://boxrec.com/boxer/9120,2001-07-28,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br><span style=""font-size:10px;"">Chi penalized one point for holding in 10th.</span></td>",http://boxrec.com/show/86378,http://boxrec.com/boxer/5065,UD,"Staples Center, Los Angeles, California",Erik Morales,In-Jin Chi,W
welterweight,http://boxrec.com/boxer/14696,2001-07-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/17499,http://boxrec.com/boxer/4952,KO,"Caesars Palace, Las Vegas, Nevada",Shane Mosley,Adrian Stone,W
flyweight,http://boxrec.com/boxer/17074,2001-07-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br></td>",http://boxrec.com/show/81655,http://boxrec.com/boxer/34051,TKO,"Aichi Budokan, Nagoya, Aichi",Pongsaklek Wonjongkam,Hayato Asai,W
super middleweight,http://boxrec.com/boxer/7710,2001-07-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">vacant WBC World super middleweight title</a><br></td>",http://boxrec.com/show/80806,http://boxrec.com/boxer/6405,KO,"Molson Centre, Montreal, Quebec",Eric Lucas,Glenn Catley,W
super welterweight,http://boxrec.com/boxer/1308,2001-06-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br></td>",http://boxrec.com/show/76227,http://boxrec.com/boxer/8253,UD,"MGM Grand, Las Vegas, Nevada",Oscar De La Hoya,Javier Castillejo,W
super lightweight,http://boxrec.com/boxer/6950,2001-06-23,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBA Super World super lightweight title</a><br></td>",http://boxrec.com/show/76226,http://boxrec.com/boxer/4388,UD,"Mohegan Sun Casino, Uncasville, Connecticut",Kostya Tszyu,Oktay Urkal,W
lightweight,http://boxrec.com/boxer/18778,2001-06-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br></td>",http://boxrec.com/show/74380,http://boxrec.com/boxer/8837,KO,"Centro de Usos Multiples, Hermosillo, Sonora",Jose Luis Castillo,Seung Ho Yuh,W
super featherweight,http://boxrec.com/boxer/25988,2001-05-26,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br><span style=""font-size:10px;"">Mayweather suffered first knockdown of his career in the 6th rd; Hernandez penalized 1 point in Rd 12 for elbowing.</span></td>",http://boxrec.com/show/67368,http://boxrec.com/boxer/352,UD,"Van Andel Arena, Grand Rapids, Michigan",Floyd Mayweather Jr,Carlos Hernandez,W
super flyweight,http://boxrec.com/boxer/4474,2001-05-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/65590,http://boxrec.com/boxer/7788,KO,"Sheraton Walker Hill Hotel, Seoul",Masamori Tokuyama,In-Joo Cho,W
bantamweight,http://boxrec.com/boxer/20763,2001-05-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/64345,http://boxrec.com/boxer/6077,KO,"Palais des Sports, Paris, Paris",Veeraphol Sahaprom,Ricardo Barajas,W
heavyweight,http://boxrec.com/boxer/6070,2001-04-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br></td>",http://boxrec.com/show/55880,http://boxrec.com/boxer/1853,KO,"Carnival City, Brakpan, Gauteng",Lennox Lewis,Hasim Rahman,L 
middleweight,http://boxrec.com/boxer/2046,2001-04-14,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Middleweight"" border=""0"" class=""dLink"">IBF World middleweight title</a><br></td>",http://boxrec.com/show/7836,http://boxrec.com/boxer/1414,UD,"Madison Square Garden, New York, New York",Bernard Hopkins,Keith Holmes,W
welterweight,http://boxrec.com/boxer/13464,2001-03-10,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/48080,http://boxrec.com/boxer/4952,RTD,"Caesars Palace, Las Vegas, Nevada",Shane Mosley,Shannan Taylor,W
flyweight,http://boxrec.com/boxer/15461,2001-03-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br><span style=""font-size:10px;"">Tuñacao floored 3 times.</span></td>",http://boxrec.com/show/46709,http://boxrec.com/boxer/34051,TKO,Phichit,Pongsaklek Wonjongkam,Malcolm Tunacao,W
light heavyweight,http://boxrec.com/boxer/16739,2001-02-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Light%20Heavyweight"" border=""0"" class=""dLink"">IBF World light heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Light%20Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World light heavyweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBA Super World light heavyweight title</a><br><span style=""font-size:10px;"">Harmon corner stops the bout after the 10th round.</span></td>",http://boxrec.com/show/46197,http://boxrec.com/boxer/774820,RTD,"Ice Palace, Tampa, Florida",Roy Jones Jr,Derrick Harmon,W
featherweight,http://boxrec.com/boxer/4754,2001-02-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br></td>",http://boxrec.com/show/45027,http://boxrec.com/boxer/5065,UD,"MGM Grand, Las Vegas, Nevada",Erik Morales,Guty Espadas Jr,W
super lightweight,http://boxrec.com/boxer/1382,2001-02-03,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBA Super World super lightweight title</a><br><a href=""http://boxrec.com/title/WBC?division=Light%20Welterweight"" border=""0"" class=""dLink"">WBC World super lightweight title</a><br><span style=""font-size:10px;"">Mitchell suffers injured knee; Tszyu penalized a point in 4th rd for pushing.</span></td>",http://boxrec.com/show/43010,http://boxrec.com/boxer/4388,RTD,"Mandalay Bay Resort & Casino, Las Vegas, Nevada",Kostya Tszyu,Sharmba Mitchell,W
minimumweight,http://boxrec.com/boxer/1699,2001-02-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/42855,http://boxrec.com/boxer/14662,UD,"Frontón Palacio Jai Alai, Tijuana, Baja California",Jose Antonio Aguirre,Manny Melchor,W
light flyweight,http://boxrec.com/boxer/2155,2001-01-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/38190,http://boxrec.com/boxer/5228,KO,"Central City Millenium Hall, Seoul",Yo Sam Choi,Saman Sorjaturong,W
lightweight,http://boxrec.com/boxer/4459,2001-01-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br><span style=""font-size:10px;"">Bazan down in Rounds 5 and 6.</span></td>",http://boxrec.com/show/40970,http://boxrec.com/boxer/8837,TKO,"MGM Grand, Las Vegas, Nevada",Jose Luis Castillo,Cesar Bazan,W
super featherweight,http://boxrec.com/boxer/6722,2001-01-20,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br><span style=""font-size:10px;"">Corrales corner throws in the towel after Diego was knocked down for the fifth time</span></td>",http://boxrec.com/show/40970,http://boxrec.com/boxer/352,TKO,"MGM Grand, Las Vegas, Nevada",Floyd Mayweather Jr,Diego Corrales,W
super bantamweight,http://boxrec.com/boxer/14030,2001-01-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/40855,http://boxrec.com/boxer/17131,UD,"Arco Arena, Sacramento, California",Willie Jorrin,Oscar Larios,W
cruiserweight,http://boxrec.com/boxer/762,2000-12-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">WBC World cruiserweight title</a><br><span style=""font-size:10px;"">Castro down in the 10th round</span></td>",http://boxrec.com/show/31345,http://boxrec.com/boxer/8267,TKO,"Grugahalle, Essen, Nordrhein-Westfalen",Juan Carlos Gomez,Jorge Castro,W
super middleweight,http://boxrec.com/boxer/472,2000-12-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/31006,http://boxrec.com/boxer/1654,SD,"Molson Centre, Montreal, Quebec",Dave Hilton,Dingaan Thobela,W
super flyweight,http://boxrec.com/boxer/7747,2000-12-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/30518,http://boxrec.com/boxer/7788,UD,"Maizu Arena, Osaka, Osaka",Masamori Tokuyama,Akihiko Nago,W
bantamweight,http://boxrec.com/boxer/1411,2000-12-05,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/28302,http://boxrec.com/boxer/6077,TKO,"Royal Promenade-Sanam Luang, Bangkok",Veeraphol Sahaprom,Oscar Arciniega,W
heavyweight,http://boxrec.com/boxer/4343,2000-11-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br><a href=""http://boxrec.com/title/IBF?division=Heavyweight"" border=""0"" class=""dLink"">IBF World heavyweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Heavyweight"" border=""0"" class=""dLink"">International Boxing Organization World heavyweight title</a><br></td>",http://boxrec.com/show/25537,http://boxrec.com/boxer/1853,UD,"Mandalay Bay Resort & Casino, Las Vegas, Nevada",Lennox Lewis,David Tua,W
welterweight,http://boxrec.com/boxer/6415,2000-11-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br></td>",http://boxrec.com/show/22608,http://boxrec.com/boxer/4952,TKO,"Madison Square Garden Theater, New York, New York",Shane Mosley,Antonio Diaz,W
minimumweight,http://boxrec.com/boxer/20762,2000-10-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/23405,http://boxrec.com/boxer/14662,KO,"Salon 21, Polanco, Distrito Federal",Jose Antonio Aguirre,Erdene Chuluun,W
super welterweight,http://boxrec.com/boxer/15421,2000-10-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Middleweight"" border=""0"" class=""dLink"">WBC World super welterweight title</a><br></td>",http://boxrec.com/show/23405,http://boxrec.com/boxer/1308,TKO,"Salon 21, Polanco, Distrito Federal",Javier Castillejo,Javier Martinez Rodriguez,W
