division,boxer2id,date,othertext,fightid,boxer1id,decision,place,boxer1,boxer2,WinLoss
bantamweight,http://boxrec.com/boxer/97557,2015-09-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br></td>",http://boxrec.com/show/717283,http://boxrec.com/boxer/344846,SD,"Ota-City General Gymnasium, Tokyo",Shinsuke Yamanaka,Anselmo Moreno,W
super middleweight,http://boxrec.com/boxer/472580,2015-09-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br><span style=""font-size:10px;"">Groves down in the first Round.</span></td>",http://boxrec.com/show/716316,http://boxrec.com/boxer/497268,SD,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Badou Jack,George Groves,W
welterweight,http://boxrec.com/boxer/283680,2015-09-12,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Welterweight"" border=""0"" class=""dLink"">WBA Super World welterweight title</a><br></td>",http://boxrec.com/show/716316,http://boxrec.com/boxer/352,UD,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Floyd Mayweather Jr,Andre Berto,W
light heavyweight,http://boxrec.com/boxer/357083,2015-09-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br></td>",http://boxrec.com/show/717922,http://boxrec.com/boxer/372003,TKO,"Ricoh Coliseum, Toronto, Ontario",Adonis Stevenson,Tommy Karpency,W
super bantamweight,http://boxrec.com/boxer/504563,2015-08-29,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">interim WBC World super bantamweight title</a><br><span style=""font-size:10px;"">Ceja down in 3rd, Ruiz down in 5th</span></td>",http://boxrec.com/show/717097,http://boxrec.com/boxer/380401,TKO,"Staples Center, Los Angeles, California",Hugo Ruiz,Julio Ceja,L 
super flyweight,http://boxrec.com/boxer/651124,2015-08-15,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/716738,http://boxrec.com/boxer/453289,TKO,"Estadio de Beisbol Alberto Vega Chavez, Guamuchil, Sinaloa",Carlos Cuadras,Dixon Flores,W
light flyweight,http://boxrec.com/boxer/207282,2015-07-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/715117,http://boxrec.com/boxer/488496,UD,"Centro de Usos Multiples, Mazatlan, Sinaloa",Pedro Guevara,Ganigan Lopez,W
heavyweight,http://boxrec.com/boxer/387871,2015-06-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br><span style=""font-size:10px;"">Molina down in round 4 and twice in round 5</span></td>",http://boxrec.com/show/714392,http://boxrec.com/boxer/468841,KO,"Bartow Arena, Birmingham, Alabama",Deontay Wilder,Eric Molina,W
middleweight,http://boxrec.com/boxer/272538,2015-06-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">WBC World middleweight title</a><br><span style=""font-size:10px;"">Geale down twice in rd 4</span></td>",http://boxrec.com/show/711694,http://boxrec.com/boxer/33535,TKO,"Barclays Center, Brooklyn, New York",Miguel Cotto,Daniel Geale,W
minimumweight,http://boxrec.com/boxer/552980,2015-06-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br><span style=""font-size:10px;"">Tomogdan down once in Round 9.</span></td>",http://boxrec.com/show/713973,http://boxrec.com/boxer/383177,KO,"Central Ramintra Resort, Bangkok",Chayaphon Moonsri,Jerry Tomogdan,W
lightweight,http://boxrec.com/boxer/203356,2015-05-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">WBC World lightweight title</a><br><span style=""font-size:10px;"">Linares 4oz over at initial weighing.<br>Linares down in the 5th round, Mitchell, badly cut above the left eye, down in the 10th.</span></td>",http://boxrec.com/show/711715,http://boxrec.com/boxer/157610,TKO,"O2 Arena (Millenium Dome), Greenwich, London",Jorge Linares,Kevin Mitchell,W
cruiserweight,http://boxrec.com/boxer/380365,2015-05-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Cruiserweight"" border=""0"" class=""dLink"">WBC World cruiserweight title</a><br><span style=""font-size:10px;"">Janik KD-7th round at 0:56</span></td>",http://boxrec.com/show/709489,http://boxrec.com/boxer/38558,TKO,"Luzhniki, Moscow",Grigory Drozd,Lukasz Janik,W
flyweight,http://boxrec.com/boxer/42493,2015-05-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br><span style=""font-size:10px;"">Sosa down three times in round two</span></td>",http://boxrec.com/show/711316,http://boxrec.com/boxer/319725,TKO,"Forum, Inglewood, California",Roman Gonzalez,Edgar Sosa,W
middleweight,http://boxrec.com/boxer/445588,2015-05-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">interim WBC World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><span style=""font-size:10px;"">WBC interim title not on the line for Monroe Jr who didn't comply with WBC rules prior to the bout<br>
Monroe down twice in rd 2 and once in rd 6</span></td>",http://boxrec.com/show/711316,http://boxrec.com/boxer/356831,TKO,"Forum, Inglewood, California",Gennady Golovkin,Willie Monroe Jr,W
welterweight,http://boxrec.com/boxer/6129,2015-05-02,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Welterweight"" border=""0"" class=""dLink"">WBC World welterweight title</a><br><a href=""http://boxrec.com/title/WBASUP?division=Welterweight"" border=""0"" class=""dLink"">WBA Super World welterweight title</a><br><a href=""http://boxrec.com/title/WBO?division=Welterweight"" border=""0"" class=""dLink"">WBO World welterweight title</a><br></td>",http://boxrec.com/show/709645,http://boxrec.com/boxer/352,UD,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Floyd Mayweather Jr,Manny Pacquiao,W
super featherweight,http://boxrec.com/boxer/265500,2015-05-01,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br></td>",http://boxrec.com/show/710983,http://boxrec.com/boxer/202465,TKO,"Ota-City General Gymnasium, Tokyo",Takashi Miura,Billy Dib,W
super middleweight,http://boxrec.com/boxer/291908,2015-04-24,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Middleweight"" border=""0"" class=""dLink"">WBC World super middleweight title</a><br></td>",http://boxrec.com/show/709463,http://boxrec.com/boxer/497268,MD,"UIC Pavilion, Chicago, Illinois",Badou Jack,Anthony Dirrell,W
bantamweight,http://boxrec.com/boxer/470371,2015-04-16,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br><span style=""font-size:10px;"">Santillan down once in 6th and 7th.</span></td>",http://boxrec.com/show/709143,http://boxrec.com/boxer/344846,KO,"Prefectural Gymnasium, Osaka, Osaka",Shinsuke Yamanaka,Diego Ricardo Santillan,W
light flyweight,http://boxrec.com/boxer/602313,2015-04-11,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">WBC World light flyweight title</a><br></td>",http://boxrec.com/show/711696,http://boxrec.com/boxer/488496,TKO,"Centro de Usos Multiples, Mazatlan, Sinaloa",Pedro Guevara,Richard Claveras,W
super flyweight,http://boxrec.com/boxer/352728,2015-04-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/710652,http://boxrec.com/boxer/453289,UD,"Unidad Deportiva Martín Alarcón, Metepec, México",Carlos Cuadras,Luis Concepcion,W
light heavyweight,http://boxrec.com/boxer/42088,2015-04-04,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br></td>",http://boxrec.com/show/707784,http://boxrec.com/boxer/372003,UD,"Pepsi Coliseum, Quebec City, Quebec",Adonis Stevenson,Sakio Bika,W
featherweight,http://boxrec.com/boxer/479775,2015-03-28,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Featherweight"" border=""0"" class=""dLink"">WBC World featherweight title</a><br><span style=""font-size:10px;"">Gonzalez down once in round three and twice in round four</span></td>",http://boxrec.com/show/709467,http://boxrec.com/boxer/38070,TKO,"Palms Casino Resort, Las Vegas, Nevada",Jhonny Gonzalez,Gary Russell Jr,L 
middleweight,http://boxrec.com/boxer/424318,2015-02-21,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">interim WBC World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><span style=""font-size:10px;"">Murray down twice in the 4th round and once in the 10th.</span></td>",http://boxrec.com/show/702538,http://boxrec.com/boxer/356831,TKO,"Salle des Étoiles, Monte Carlo",Gennady Golovkin,Martin Murray,W
minimumweight,http://boxrec.com/boxer/570006,2015-02-05,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/707354,http://boxrec.com/boxer/383177,UD,"City Hall Ground, Nakhon Sawan",Chayaphon Moonsri,Jeffrey Galero,W
heavyweight,http://boxrec.com/boxer/324806,2015-01-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Heavyweight"" border=""0"" class=""dLink"">WBC World heavyweight title</a><br></td>",http://boxrec.com/show/704073,http://boxrec.com/boxer/468841,UD,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Deontay Wilder,Bermane Stiverne,W
super bantamweight,http://boxrec.com/boxer/378124,2015-01-17,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Bantamweight"" border=""0"" class=""dLink"">WBC World super bantamweight title</a><br></td>",http://boxrec.com/show/704073,http://boxrec.com/boxer/374624,TKO,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",Leo Santa Cruz,Jesus Ruiz,W
light flyweight,http://boxrec.com/boxer/296008,2014-12-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Flyweight"" border=""0"" class=""dLink"">vacant WBC World light flyweight title</a><br></td>",http://boxrec.com/show/703252,http://boxrec.com/boxer/488496,KO,"Metropolitan Gym, Tokyo",Pedro Guevara,Akira Yaegashi,W
lightweight,http://boxrec.com/boxer/352209,2014-12-30,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Lightweight"" border=""0"" class=""dLink"">vacant WBC World lightweight title</a><br></td>",http://boxrec.com/show/703252,http://boxrec.com/boxer/157610,KO,"Metropolitan Gym, Tokyo",Jorge Linares,Javier Prieto,W
light heavyweight,http://boxrec.com/boxer/341586,2014-12-19,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Light%20Heavyweight"" border=""0"" class=""dLink"">WBC World light heavyweight title</a><br></td>",http://boxrec.com/show/702433,http://boxrec.com/boxer/372003,KO,"Pepsi Coliseum, Quebec City, Quebec",Adonis Stevenson,Dmitry Sukhotskiy,W
flyweight,http://boxrec.com/boxer/197297,2014-11-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Flyweight"" border=""0"" class=""dLink"">WBC World flyweight title</a><br><span style=""font-size:10px;"">Fuentes down once in 6th.</span></td>",http://boxrec.com/show/700804,http://boxrec.com/boxer/319725,TKO,"Yokohama International Swimming Pool, Yokohama, Kanagawa",Roman Gonzalez,Rocky Fuentes,W
super featherweight,http://boxrec.com/boxer/362106,2014-11-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Featherweight"" border=""0"" class=""dLink"">WBC World super featherweight title</a><br><span style=""font-size:10px;"">Puerta down once in 1st.</span></td>",http://boxrec.com/show/700804,http://boxrec.com/boxer/202465,TKO,"Yokohama International Swimming Pool, Yokohama, Kanagawa",Takashi Miura,Edgar Puerta,W
super flyweight,http://boxrec.com/boxer/443616,2014-11-13,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Super%20Flyweight"" border=""0"" class=""dLink"">WBC World super flyweight title</a><br></td>",http://boxrec.com/show/701619,http://boxrec.com/boxer/453289,TKO,"Washington Hilton, Washington, District of Columbia",Carlos Cuadras,Marvin Mabait,W
minimumweight,http://boxrec.com/boxer/383177,2014-11-06,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Minimumweight"" border=""0"" class=""dLink"">WBC World minimumweight title</a><br></td>",http://boxrec.com/show/699709,http://boxrec.com/boxer/531601,RTD,"Provincial gymnasium , Chonburi",Oswaldo Novoa,Chayaphon Moonsri,L 
bantamweight,http://boxrec.com/boxer/374137,2014-10-22,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBC?division=Bantamweight"" border=""0"" class=""dLink"">WBC World bantamweight title</a><br><span style=""font-size:10px;"">Suriyan down in 7th, 8th and 9th.</span></td>",http://boxrec.com/show/699603,http://boxrec.com/boxer/344846,UD,"Yoyogi #2 Gymnasium, Tokyo",Shinsuke Yamanaka,Suriyan Kaikanha,W
middleweight,http://boxrec.com/boxer/116364,2014-10-18,"<td colspan=""12"" style=""text-align:center;""><a href=""http://boxrec.com/title/WBASUP?division=Middleweight"" border=""0"" class=""dLink"">WBA Super World middleweight title</a><br><a href=""http://boxrec.com/title/IBO?division=Middleweight"" border=""0"" class=""dLink"">International Boxing Organization World middleweight title</a><br><a href=""http://boxrec.com/title/WBC?division=Middleweight"" border=""0"" class=""dLink"">interim WBC World middleweight title</a><br><span style=""font-size:10px;"">Rubio failed to make weight, loses interim title. None of the titles on the line for Rubio.</span></td>",http://boxrec.com/show/698469,http://boxrec.com/boxer/356831,KO,"StubHub Center, Carson, California",Gennady Golovkin,Marco Antonio Rubio,W
