boxerid,attributevalue,boxername,attributetype
http://boxrec.com/boxer/4872,1969-05-02,Robinson Cuesta,born
http://boxrec.com/boxer/4872,1989-08-19,Robinson Cuesta,debut
http://boxrec.com/boxer/4872,flyweight,Robinson Cuesta,division
http://boxrec.com/boxer/4872,"Darien, Panama",Robinson Cuesta,residence
http://boxrec.com/boxer/4872,"Darien, Panama",Robinson Cuesta,birth place
http://boxrec.com/boxer/7643,Boxer,Moussa Sangare,role
http://boxrec.com/boxer/7643,49,Moussa Sangare,bouts
http://boxrec.com/boxer/7643,326,Moussa Sangare,rounds
http://boxrec.com/boxer/7643,39%,Moussa Sangare,KOs
http://boxrec.com/boxer/7643,7643,Moussa Sangare,global ID
http://boxrec.com/boxer/7643,1959-03-24,Moussa Sangare,born
http://boxrec.com/boxer/7643,1984-04-19,Moussa Sangare,debut
http://boxrec.com/boxer/7643,featherweight,Moussa Sangare,division
http://boxrec.com/boxer/7643,orthodox,Moussa Sangare,stance
http://boxrec.com/boxer/7643,5′ 8″   /   173cm,Moussa Sangare,height
http://boxrec.com/boxer/7643,"Luxembourg, Luxembourg",Moussa Sangare,residence
http://boxrec.com/boxer/7643,"Bamako, Mali",Moussa Sangare,birth place
http://boxrec.com/boxer/4635,Boxer,Samuel Duran,role
http://boxrec.com/boxer/4635,100,Samuel Duran,bouts
http://boxrec.com/boxer/4635,785,Samuel Duran,rounds
http://boxrec.com/boxer/4635,35%,Samuel Duran,KOs
http://boxrec.com/boxer/4635,4635,Samuel Duran,global ID
http://boxrec.com/boxer/4635,1968-09-01,Samuel Duran,born
http://boxrec.com/boxer/4635,1987-01-24,Samuel Duran,debut
http://boxrec.com/boxer/4635,super featherweight,Samuel Duran,division
http://boxrec.com/boxer/4635,orthodox,Samuel Duran,stance
http://boxrec.com/boxer/4635,"Dangcagan, Bukidnon, Philippines",Samuel Duran,residence
http://boxrec.com/boxer/4635,"Bukidnon, Philippines",Samuel Duran,birth place
http://boxrec.com/boxer/5672,Boxer,Fernando Caicedo,role
http://boxrec.com/boxer/5672,22,Fernando Caicedo,bouts
http://boxrec.com/boxer/5672,105,Fernando Caicedo,rounds
http://boxrec.com/boxer/5672,64%,Fernando Caicedo,KOs
http://boxrec.com/boxer/5672,5672,Fernando Caicedo,global ID
http://boxrec.com/boxer/5672,Bururú,Fernando Caicedo,alias
http://boxrec.com/boxer/5672,1969-03-28,Fernando Caicedo,born
http://boxrec.com/boxer/5672,2007-06-19 / age 38,Fernando Caicedo,death date
http://boxrec.com/boxer/5672,1988-12-08,Fernando Caicedo,debut
http://boxrec.com/boxer/5672,super featherweight,Fernando Caicedo,division
http://boxrec.com/boxer/5672,southpaw,Fernando Caicedo,stance
http://boxrec.com/boxer/5672,"Cali, Colombia",Fernando Caicedo,residence
http://boxrec.com/boxer/5672,"Buenaventura, Colombia",Fernando Caicedo,birth place
http://boxrec.com/boxer/4620,Boxer,Fabrizio Cappai,role
http://boxrec.com/boxer/4620,26,Fabrizio Cappai,bouts
http://boxrec.com/boxer/4620,157,Fabrizio Cappai,rounds
http://boxrec.com/boxer/4620,35%,Fabrizio Cappai,KOs
http://boxrec.com/boxer/4620,4620,Fabrizio Cappai,global ID
http://boxrec.com/boxer/4620,1966-03-14,Fabrizio Cappai,born
http://boxrec.com/boxer/4620,1988-12-03,Fabrizio Cappai,debut
http://boxrec.com/boxer/4620,featherweight,Fabrizio Cappai,division
http://boxrec.com/boxer/4620,orthodox,Fabrizio Cappai,stance
http://boxrec.com/boxer/4620,5′ 5″   /   165cm,Fabrizio Cappai,height
http://boxrec.com/boxer/4620,"Quartu Sant'Elena, Sardegna, Italy",Fabrizio Cappai,residence
http://boxrec.com/boxer/4620,"Quartu Sant'Elena, Sardegna, Italy",Fabrizio Cappai,birth place
http://boxrec.com/boxer/4558,Boxer,Said Iskandar,role
http://boxrec.com/boxer/4558,6,Said Iskandar,bouts
http://boxrec.com/boxer/4558,46,Said Iskandar,rounds
http://boxrec.com/boxer/4558,0%,Said Iskandar,KOs
http://boxrec.com/boxer/4558,4558,Said Iskandar,global ID
http://boxrec.com/boxer/4558,1988-10-26,Said Iskandar,debut
http://boxrec.com/boxer/4558,minimumweight,Said Iskandar,division
http://boxrec.com/boxer/3266,Boxer,Clarence Coleman,role
http://boxrec.com/boxer/3266,38,Clarence Coleman,bouts
http://boxrec.com/boxer/3266,239,Clarence Coleman,rounds
http://boxrec.com/boxer/3266,18%,Clarence Coleman,KOs
http://boxrec.com/boxer/3266,3266,Clarence Coleman,global ID
http://boxrec.com/boxer/3266,Classy,Clarence Coleman,alias
http://boxrec.com/boxer/3266,1964-10-10,Clarence Coleman,born
http://boxrec.com/boxer/3266,1985-01-13,Clarence Coleman,debut
http://boxrec.com/boxer/3266,super lightweight,Clarence Coleman,division
http://boxrec.com/boxer/3266,"Newark, New Jersey, USA",Clarence Coleman,residence
http://boxrec.com/boxer/3266,"Newark, New Jersey, USA",Clarence Coleman,birth place
http://boxrec.com/boxer/2884,Boxer,Glenn Wolfe,role
http://boxrec.com/boxer/2884,33,Glenn Wolfe,bouts
http://boxrec.com/boxer/2884,142,Glenn Wolfe,rounds
http://boxrec.com/boxer/2884,73%,Glenn Wolfe,KOs
http://boxrec.com/boxer/2884,2884,Glenn Wolfe,global ID
http://boxrec.com/boxer/2884,Big Bad,Glenn Wolfe,alias
http://boxrec.com/boxer/2884,1961-08-13,Glenn Wolfe,born
http://boxrec.com/boxer/2884,1982-05-15,Glenn Wolfe,debut
http://boxrec.com/boxer/2884,super welterweight,Glenn Wolfe,division
http://boxrec.com/boxer/2884,"Fort Lauderdale, Florida, USA",Glenn Wolfe,residence
http://boxrec.com/boxer/43912,Boxer,Angel Hernandez,role
http://boxrec.com/boxer/43912,47,Angel Hernandez,bouts
http://boxrec.com/boxer/43912,305,Angel Hernandez,rounds
http://boxrec.com/boxer/43912,23%,Angel Hernandez,KOs
http://boxrec.com/boxer/43912,43912,Angel Hernandez,global ID
http://boxrec.com/boxer/43912,Angel Hernandez Gonzalez,Angel Hernandez,birth name
http://boxrec.com/boxer/43912,Tajinaste,Angel Hernandez,alias
http://boxrec.com/boxer/43912,1961-10-02,Angel Hernandez,born
http://boxrec.com/boxer/43912,1980-12-03,Angel Hernandez,debut
http://boxrec.com/boxer/43912,welterweight,Angel Hernandez,division
http://boxrec.com/boxer/43912,"Santa Cruz de Tenerife, Islas Canarias, Spain",Angel Hernandez,residence
http://boxrec.com/boxer/43912,"Santa Cruz de Tenerife, Islas Canarias, Spain",Angel Hernandez,birth place
http://boxrec.com/boxer/6649,Boxer,Jackie Gunguluza,role
http://boxrec.com/boxer/6649,48,Jackie Gunguluza,bouts
http://boxrec.com/boxer/6649,339,Jackie Gunguluza,rounds
http://boxrec.com/boxer/6649,40%,Jackie Gunguluza,KOs
http://boxrec.com/boxer/6649,6649,Jackie Gunguluza,global ID
http://boxrec.com/boxer/6649,1965-11-20,Jackie Gunguluza,born
http://boxrec.com/boxer/6649,1986-06-28,Jackie Gunguluza,debut
http://boxrec.com/boxer/6649,featherweight,Jackie Gunguluza,division
http://boxrec.com/boxer/6649,orthodox,Jackie Gunguluza,stance
http://boxrec.com/boxer/6649,"Mdantsane,East London, Eastern Cape, South Africa",Jackie Gunguluza,residence
http://boxrec.com/boxer/4356,Boxer,Marcos Pacheco,role
http://boxrec.com/boxer/4356,42,Marcos Pacheco,bouts
http://boxrec.com/boxer/4356,320,Marcos Pacheco,rounds
http://boxrec.com/boxer/4356,19%,Marcos Pacheco,KOs
http://boxrec.com/boxer/4356,4356,Marcos Pacheco,global ID
http://boxrec.com/boxer/4356,Bang Bang,Marcos Pacheco,alias
http://boxrec.com/boxer/4356,1968-01-18,Marcos Pacheco,born
http://boxrec.com/boxer/4356,1987-03-08,Marcos Pacheco,debut
http://boxrec.com/boxer/4356,light flyweight,Marcos Pacheco,division
http://boxrec.com/boxer/4356,southpaw,Marcos Pacheco,stance
http://boxrec.com/boxer/4356,5′ 3″   /   160cm,Marcos Pacheco,height
http://boxrec.com/boxer/4356,62″   /   157cm,Marcos Pacheco,reach
http://boxrec.com/boxer/4356,"Yavaros, Sonora, Mexico",Marcos Pacheco,residence
http://boxrec.com/boxer/4356,"Sonora, Sonora, Mexico",Marcos Pacheco,birth place
http://boxrec.com/boxer/4349,Boxer,Dave Tiberi,role
http://boxrec.com/boxer/4349,28,Dave Tiberi,bouts
http://boxrec.com/boxer/4349,178,Dave Tiberi,rounds
http://boxrec.com/boxer/4349,25%,Dave Tiberi,KOs
http://boxrec.com/boxer/4349,4349,Dave Tiberi,global ID
http://boxrec.com/boxer/4349,012955,Dave Tiberi,US ID
http://boxrec.com/boxer/4349,1966-09-12,Dave Tiberi,born
http://boxrec.com/boxer/4349,1985-07-24,Dave Tiberi,debut
http://boxrec.com/boxer/4349,middleweight,Dave Tiberi,division
http://boxrec.com/boxer/4349,orthodox,Dave Tiberi,stance
http://boxrec.com/boxer/4349,5′ 10½″   /   179cm,Dave Tiberi,height
http://boxrec.com/boxer/4349,72½″   /   184cm,Dave Tiberi,reach
http://boxrec.com/boxer/4349,"New Castle, Delaware, USA",Dave Tiberi,residence
http://boxrec.com/boxer/4349,USA,Dave Tiberi,birth place
http://boxrec.com/boxer/748,Boxer,Gilbert Baptist,role
http://boxrec.com/boxer/748,45,Gilbert Baptist,bouts
http://boxrec.com/boxer/748,341,Gilbert Baptist,rounds
http://boxrec.com/boxer/748,27%,Gilbert Baptist,KOs
http://boxrec.com/boxer/748,748,Gilbert Baptist,global ID
http://boxrec.com/boxer/748,Gilbert Lee Baptist,Gilbert Baptist,birth name
http://boxrec.com/boxer/748,Sweet Sensation,Gilbert Baptist,alias
http://boxrec.com/boxer/748,1963-08-19,Gilbert Baptist,born
http://boxrec.com/boxer/748,1985-10-17,Gilbert Baptist,debut
http://boxrec.com/boxer/748,super welterweight,Gilbert Baptist,division
http://boxrec.com/boxer/748,orthodox,Gilbert Baptist,stance
http://boxrec.com/boxer/748,5′ 7½″   /   172cm,Gilbert Baptist,height
http://boxrec.com/boxer/748,70″   /   178cm,Gilbert Baptist,reach
http://boxrec.com/boxer/748,"San Diego, California, USA",Gilbert Baptist,residence
http://boxrec.com/boxer/748,"San Diego, California, USA",Gilbert Baptist,birth place
http://boxrec.com/boxer/4242,Boxer,Donnell Wingfield,role
http://boxrec.com/boxer/4242,42,Donnell Wingfield,bouts
http://boxrec.com/boxer/4242,176,Donnell Wingfield,rounds
http://boxrec.com/boxer/4242,36%,Donnell Wingfield,KOs
http://boxrec.com/boxer/4242,4242,Donnell Wingfield,global ID
http://boxrec.com/boxer/4242,1962-05-18,Donnell Wingfield,born
http://boxrec.com/boxer/4242,1985-01-17,Donnell Wingfield,debut
http://boxrec.com/boxer/4242,light heavyweight,Donnell Wingfield,division
http://boxrec.com/boxer/4242,orthodox,Donnell Wingfield,stance
http://boxrec.com/boxer/4242,6′ 1″   /   185cm,Donnell Wingfield,height
http://boxrec.com/boxer/4242,73″   /   185cm,Donnell Wingfield,reach
http://boxrec.com/boxer/4242,"Cleveland, Ohio, USA",Donnell Wingfield,residence
http://boxrec.com/boxer/4242,"Cleveland, Ohio, USA",Donnell Wingfield,birth place
http://boxrec.com/boxer/4187,Boxer,Francesco Dell'Aquila,role
http://boxrec.com/boxer/4187,41,Francesco Dell'Aquila,bouts
http://boxrec.com/boxer/4187,222,Francesco Dell'Aquila,rounds
http://boxrec.com/boxer/4187,46%,Francesco Dell'Aquila,KOs
http://boxrec.com/boxer/4187,4187,Francesco Dell'Aquila,global ID
http://boxrec.com/boxer/4187,1965-11-27,Francesco Dell'Aquila,born
http://boxrec.com/boxer/4187,1986-12-28,Francesco Dell'Aquila,debut
http://boxrec.com/boxer/4187,middleweight,Francesco Dell'Aquila,division
http://boxrec.com/boxer/4187,"Genoa, Liguria, Italy",Francesco Dell'Aquila,residence
http://boxrec.com/boxer/4187,"Campobello di Mazara, Sicilia, Italy",Francesco Dell'Aquila,birth place
http://boxrec.com/boxer/2048,Boxer,Fernie Morales,role
http://boxrec.com/boxer/2048,33,Fernie Morales,bouts
http://boxrec.com/boxer/2048,263,Fernie Morales,rounds
http://boxrec.com/boxer/2048,39%,Fernie Morales,KOs
http://boxrec.com/boxer/2048,2048,Fernie Morales,global ID
http://boxrec.com/boxer/2048,Mattorito,Fernie Morales,alias
http://boxrec.com/boxer/2048,1965-07-04,Fernie Morales,born
http://boxrec.com/boxer/2048,1985-06-28,Fernie Morales,debut
http://boxrec.com/boxer/2048,bantamweight,Fernie Morales,division
http://boxrec.com/boxer/2048,orthodox,Fernie Morales,stance
http://boxrec.com/boxer/2048,"El Paso, Texas, USA",Fernie Morales,residence
http://boxrec.com/boxer/2048,"Ciudad Juarez, Chihuahua, Mexico",Fernie Morales,birth place
http://boxrec.com/boxer/1200,Boxer,James Pritchard,role
http://boxrec.com/boxer/1200,50,James Pritchard,bouts
http://boxrec.com/boxer/1200,237,James Pritchard,rounds
http://boxrec.com/boxer/1200,50%,James Pritchard,KOs
http://boxrec.com/boxer/1200,1200,James Pritchard,global ID
http://boxrec.com/boxer/1200,1961-04-27,James Pritchard,born
http://boxrec.com/boxer/1200,1985-09-21,James Pritchard,debut
http://boxrec.com/boxer/1200,heavyweight,James Pritchard,division
http://boxrec.com/boxer/1200,orthodox,James Pritchard,stance
http://boxrec.com/boxer/1200,6′ 0″   /   183cm,James Pritchard,height
http://boxrec.com/boxer/1200,74″   /   188cm,James Pritchard,reach
http://boxrec.com/boxer/1200,"Louisville, Kentucky, USA",James Pritchard,residence
http://boxrec.com/boxer/1200,"Louisville, Kentucky, USA",James Pritchard,birth place
http://boxrec.com/boxer/2131,Boxer,Lupe Gutierrez,role
http://boxrec.com/boxer/2131,38,Lupe Gutierrez,bouts
http://boxrec.com/boxer/2131,158,Lupe Gutierrez,rounds
http://boxrec.com/boxer/2131,55%,Lupe Gutierrez,KOs
http://boxrec.com/boxer/2131,2131,Lupe Gutierrez,global ID
http://boxrec.com/boxer/2131,011892,Lupe Gutierrez,US ID
http://boxrec.com/boxer/2131,Little Guns,Lupe Gutierrez,alias
http://boxrec.com/boxer/2131,1963-12-13,Lupe Gutierrez,born
http://boxrec.com/boxer/2131,1985-01-30,Lupe Gutierrez,debut
http://boxrec.com/boxer/2131,featherweight,Lupe Gutierrez,division
http://boxrec.com/boxer/2131,orthodox,Lupe Gutierrez,stance
http://boxrec.com/boxer/2131,5′ 6″   /   168cm,Lupe Gutierrez,height
http://boxrec.com/boxer/2131,"San Jose, California, USA",Lupe Gutierrez,residence
http://boxrec.com/boxer/1767,Boxer,Pedro Jose Feliciano,role
http://boxrec.com/boxer/1767,17,Pedro Jose Feliciano,bouts
http://boxrec.com/boxer/1767,122,Pedro Jose Feliciano,rounds
http://boxrec.com/boxer/1767,12%,Pedro Jose Feliciano,KOs
http://boxrec.com/boxer/1767,1767,Pedro Jose Feliciano,global ID
http://boxrec.com/boxer/1767,1966-00-00,Pedro Jose Feliciano,born
http://boxrec.com/boxer/1767,1985-02-23,Pedro Jose Feliciano,debut
http://boxrec.com/boxer/1767,flyweight,Pedro Jose Feliciano,division
http://boxrec.com/boxer/1767,5′ 0″   /   152cm,Pedro Jose Feliciano,height
http://boxrec.com/boxer/1767,"Santurce, Puerto Rico",Pedro Jose Feliciano,residence
http://boxrec.com/boxer/1254,Boxer,Javier Varguez,role
http://boxrec.com/boxer/1254,68,Javier Varguez,bouts
http://boxrec.com/boxer/1254,475,Javier Varguez,rounds
http://boxrec.com/boxer/1254,46%,Javier Varguez,KOs
http://boxrec.com/boxer/1254,1254,Javier Varguez,global ID
http://boxrec.com/boxer/1254,022746,Javier Varguez,US ID
http://boxrec.com/boxer/1254,Candelita,Javier Varguez,alias
http://boxrec.com/boxer/1254,1964-01-17,Javier Varguez,born
http://boxrec.com/boxer/1254,1981-11-28,Javier Varguez,debut
http://boxrec.com/boxer/1254,light flyweight,Javier Varguez,division
http://boxrec.com/boxer/1254,southpaw,Javier Varguez,stance
http://boxrec.com/boxer/1254,"Merida, Yucatán, Mexico",Javier Varguez,residence
http://boxrec.com/boxer/1254,"Merida, Yucatán, Mexico",Javier Varguez,birth place
http://boxrec.com/boxer/1961,Boxer,Ron Amundsen,role
http://boxrec.com/boxer/1961,36,Ron Amundsen,bouts
http://boxrec.com/boxer/1961,252,Ron Amundsen,rounds
http://boxrec.com/boxer/1961,22%,Ron Amundsen,KOs
http://boxrec.com/boxer/1961,1961,Ron Amundsen,global ID
http://boxrec.com/boxer/1961,1961-03-29,Ron Amundsen,born
http://boxrec.com/boxer/1961,1985-08-23,Ron Amundsen,debut
http://boxrec.com/boxer/1961,super welterweight,Ron Amundsen,division
http://boxrec.com/boxer/1961,orthodox,Ron Amundsen,stance
http://boxrec.com/boxer/1961,"Brigantine, New Jersey, USA",Ron Amundsen,residence
http://boxrec.com/boxer/1961,"Chicago, Illinois, USA",Ron Amundsen,birth place
http://boxrec.com/boxer/3794,Boxer,Macario Santos,role
http://boxrec.com/boxer/3794,35,Macario Santos,bouts
http://boxrec.com/boxer/3794,225,Macario Santos,rounds
http://boxrec.com/boxer/3794,37%,Macario Santos,KOs
http://boxrec.com/boxer/3794,3794,Macario Santos,global ID
http://boxrec.com/boxer/3794,1983-01-20,Macario Santos,debut
http://boxrec.com/boxer/3794,minimumweight,Macario Santos,division
http://boxrec.com/boxer/3794,"Acapulco, Guerrero, Mexico",Macario Santos,residence
http://boxrec.com/boxer/2829,Boxer,Mwehu Beya,role
http://boxrec.com/boxer/2829,34,Mwehu Beya,bouts
http://boxrec.com/boxer/2829,246,Mwehu Beya,rounds
http://boxrec.com/boxer/2829,29%,Mwehu Beya,KOs
http://boxrec.com/boxer/2829,2829,Mwehu Beya,global ID
http://boxrec.com/boxer/2829,1956-09-30,Mwehu Beya,born
http://boxrec.com/boxer/2829,1983-01-05,Mwehu Beya,debut
http://boxrec.com/boxer/2829,light heavyweight,Mwehu Beya,division
http://boxrec.com/boxer/2829,"Ferrera, Lombardia, Italy",Mwehu Beya,residence
http://boxrec.com/boxer/2829,"Kongolo, Democratic Republic Of The Congo",Mwehu Beya,birth place
http://boxrec.com/boxer/3702,Boxer,Leon Salazar,role
http://boxrec.com/boxer/3702,37,Leon Salazar,bouts
http://boxrec.com/boxer/3702,208,Leon Salazar,rounds
http://boxrec.com/boxer/3702,38%,Leon Salazar,KOs
http://boxrec.com/boxer/3702,3702,Leon Salazar,global ID
http://boxrec.com/boxer/3702,Leon Tugri Salazar,Leon Salazar,birth name
http://boxrec.com/boxer/3702,El Fiero,Leon Salazar,alias
http://boxrec.com/boxer/3702,1968-07-30,Leon Salazar,born
http://boxrec.com/boxer/3702,1986-03-01,Leon Salazar,debut
http://boxrec.com/boxer/3702,light flyweight,Leon Salazar,division
http://boxrec.com/boxer/3702,orthodox,Leon Salazar,stance
http://boxrec.com/boxer/3702,"Boquete, Panama",Leon Salazar,residence
http://boxrec.com/boxer/3702,Panama,Leon Salazar,birth place
http://boxrec.com/boxer/797,Boxer,Vuyani Nene,role
http://boxrec.com/boxer/797,63,Vuyani Nene,bouts
http://boxrec.com/boxer/797,464,Vuyani Nene,rounds
http://boxrec.com/boxer/797,37%,Vuyani Nene,KOs
http://boxrec.com/boxer/797,797,Vuyani Nene,global ID
http://boxrec.com/boxer/797,Wonderboy,Vuyani Nene,alias
http://boxrec.com/boxer/797,1964-08-05,Vuyani Nene,born
http://boxrec.com/boxer/797,1984-09-29,Vuyani Nene,debut
http://boxrec.com/boxer/797,light flyweight,Vuyani Nene,division
http://boxrec.com/boxer/797,southpaw,Vuyani Nene,stance
http://boxrec.com/boxer/797,5′ 3″   /   160cm,Vuyani Nene,height
http://boxrec.com/boxer/797,"Uitenhage, Eastern Cape, South Africa",Vuyani Nene,residence
http://boxrec.com/boxer/797,"Uitenhage, Eastern Cape, South Africa",Vuyani Nene,birth place
http://boxrec.com/boxer/3496,Boxer,Eddie Rangel,role
http://boxrec.com/boxer/3496,44,Eddie Rangel,bouts
http://boxrec.com/boxer/3496,262,Eddie Rangel,rounds
http://boxrec.com/boxer/3496,36%,Eddie Rangel,KOs
http://boxrec.com/boxer/3496,3496,Eddie Rangel,global ID
http://boxrec.com/boxer/3496,Edwin Rangel,Eddie Rangel,birth name
http://boxrec.com/boxer/3496,1966-05-16,Eddie Rangel,born
http://boxrec.com/boxer/3496,1984-06-06,Eddie Rangel,debut
http://boxrec.com/boxer/3496,bantamweight,Eddie Rangel,division
http://boxrec.com/boxer/3496,orthodox,Eddie Rangel,stance
http://boxrec.com/boxer/3496,"San Antonio, Texas, USA",Eddie Rangel,residence
http://boxrec.com/boxer/4103,Boxer,Siza Makathini,role
http://boxrec.com/boxer/4103,22,Siza Makathini,bouts
http://boxrec.com/boxer/4103,132,Siza Makathini,rounds
http://boxrec.com/boxer/4103,41%,Siza Makathini,KOs
http://boxrec.com/boxer/4103,4103,Siza Makathini,global ID
http://boxrec.com/boxer/4103,1958-11-16,Siza Makathini,born
http://boxrec.com/boxer/4103,1985-03-29,Siza Makathini,debut
http://boxrec.com/boxer/4103,heavyweight,Siza Makathini,division
http://boxrec.com/boxer/4103,orthodox,Siza Makathini,stance
http://boxrec.com/boxer/4103,5′ 11½″   /   182cm,Siza Makathini,height
http://boxrec.com/boxer/4103,"Johannesburg, Gauteng, South Africa",Siza Makathini,residence
http://boxrec.com/boxer/4103,"Richmond, KwaZulu-Natal, South Africa",Siza Makathini,birth place
http://boxrec.com/boxer/3412,Boxer,Joe Constantino,role
http://boxrec.com/boxer/3412,22,Joe Constantino,bouts
http://boxrec.com/boxer/3412,149,Joe Constantino,rounds
http://boxrec.com/boxer/3412,9%,Joe Constantino,KOs
http://boxrec.com/boxer/3412,3412,Joe Constantino,global ID
http://boxrec.com/boxer/3412,1988-09-01,Joe Constantino,debut
http://boxrec.com/boxer/3412,light flyweight,Joe Constantino,division
http://boxrec.com/boxer/508,Boxer,Paul Gonzales,role
http://boxrec.com/boxer/508,20,Paul Gonzales,bouts
http://boxrec.com/boxer/508,184,Paul Gonzales,rounds
http://boxrec.com/boxer/508,15%,Paul Gonzales,KOs
http://boxrec.com/boxer/508,508,Paul Gonzales,global ID
http://boxrec.com/boxer/508,Super Fly,Paul Gonzales,alias
http://boxrec.com/boxer/508,1964-04-18,Paul Gonzales,born
http://boxrec.com/boxer/508,1985-08-11,Paul Gonzales,debut
http://boxrec.com/boxer/508,super flyweight,Paul Gonzales,division
http://boxrec.com/boxer/508,5′ 9″   /   175cm,Paul Gonzales,height
http://boxrec.com/boxer/508,"East Los Angeles, California, USA",Paul Gonzales,residence
http://boxrec.com/boxer/508,"East Los Angeles, California, USA",Paul Gonzales,birth place
http://boxrec.com/boxer/3400,Boxer,Ramon Cruz,role
http://boxrec.com/boxer/3400,24,Ramon Cruz,bouts
http://boxrec.com/boxer/3400,136,Ramon Cruz,rounds
http://boxrec.com/boxer/3400,38%,Ramon Cruz,KOs
http://boxrec.com/boxer/3400,3400,Ramon Cruz,global ID
http://boxrec.com/boxer/3400,Ramón Crespo Cruz,Ramon Cruz,birth name
http://boxrec.com/boxer/3400,Panadero,Ramon Cruz,alias
http://boxrec.com/boxer/3400,1966-06-05,Ramon Cruz,born
http://boxrec.com/boxer/3400,1983-11-18,Ramon Cruz,debut
http://boxrec.com/boxer/3400,featherweight,Ramon Cruz,division
http://boxrec.com/boxer/3400,5′ 5½″   /   166cm,Ramon Cruz,height
http://boxrec.com/boxer/3400,"Chicago, Illinois, USA",Ramon Cruz,residence
http://boxrec.com/boxer/3400,"Ponce, Puerto Rico",Ramon Cruz,birth place
http://boxrec.com/boxer/3315,Boxer,Kevin Daigle,role
http://boxrec.com/boxer/3315,27,Kevin Daigle,bouts
http://boxrec.com/boxer/3315,145,Kevin Daigle,rounds
http://boxrec.com/boxer/3315,41%,Kevin Daigle,KOs
http://boxrec.com/boxer/3315,3315,Kevin Daigle,global ID
http://boxrec.com/boxer/3315,1961-08-08,Kevin Daigle,born
http://boxrec.com/boxer/3315,1983-04-02,Kevin Daigle,debut
http://boxrec.com/boxer/3315,middleweight,Kevin Daigle,division
http://boxrec.com/boxer/3315,orthodox,Kevin Daigle,stance
http://boxrec.com/boxer/3315,"Granville, New York, USA",Kevin Daigle,residence
http://boxrec.com/boxer/1176,Boxer,Louis Curtis,role
http://boxrec.com/boxer/1176,22,Louis Curtis,bouts
http://boxrec.com/boxer/1176,134,Louis Curtis,rounds
http://boxrec.com/boxer/1176,32%,Louis Curtis,KOs
http://boxrec.com/boxer/1176,1176,Louis Curtis,global ID
http://boxrec.com/boxer/1176,1958-03-14,Louis Curtis,born
http://boxrec.com/boxer/1176,1983-08-11,Louis Curtis,debut
http://boxrec.com/boxer/1176,bantamweight,Louis Curtis,division
http://boxrec.com/boxer/1176,"Washington, District of Columbia, USA",Louis Curtis,residence
http://boxrec.com/boxer/3290,Boxer,Jeung-Jae Lee,role
http://boxrec.com/boxer/3290,3,Jeung-Jae Lee,bouts
http://boxrec.com/boxer/3290,16,Jeung-Jae Lee,rounds
http://boxrec.com/boxer/3290,0%,Jeung-Jae Lee,KOs
http://boxrec.com/boxer/3290,3290,Jeung-Jae Lee,global ID
http://boxrec.com/boxer/3290,1988-08-28,Jeung-Jae Lee,debut
http://boxrec.com/boxer/3290,light flyweight,Jeung-Jae Lee,division
http://boxrec.com/boxer/1701,Boxer,Luis Santana,role
http://boxrec.com/boxer/1701,61,Luis Santana,bouts
http://boxrec.com/boxer/1701,371,Luis Santana,rounds
http://boxrec.com/boxer/1701,51%,Luis Santana,KOs
http://boxrec.com/boxer/1701,1701,Luis Santana,global ID
http://boxrec.com/boxer/1701,1958-11-19,Luis Santana,born
http://boxrec.com/boxer/1701,1981-12-03,Luis Santana,debut
http://boxrec.com/boxer/1701,super welterweight,Luis Santana,division
http://boxrec.com/boxer/1701,orthodox,Luis Santana,stance
http://boxrec.com/boxer/1701,5′ 9″   /   175cm,Luis Santana,height
http://boxrec.com/boxer/1701,"La Romana, Dominican Republic",Luis Santana,residence
http://boxrec.com/boxer/1701,"La Romana, Dominican Republic",Luis Santana,birth place
http://boxrec.com/boxer/8623,Boxer,Bobby Joe Young,role
http://boxrec.com/boxer/8623,39,Bobby Joe Young,bouts
http://boxrec.com/boxer/8623,226,Bobby Joe Young,rounds
http://boxrec.com/boxer/8623,59%,Bobby Joe Young,KOs
http://boxrec.com/boxer/8623,8623,Bobby Joe Young,global ID
http://boxrec.com/boxer/8623,1959-03-04,Bobby Joe Young,born
http://boxrec.com/boxer/8623,1980-08-29,Bobby Joe Young,debut
http://boxrec.com/boxer/8623,welterweight,Bobby Joe Young,division
http://boxrec.com/boxer/8623,orthodox,Bobby Joe Young,stance
http://boxrec.com/boxer/8623,5′ 8″   /   173cm,Bobby Joe Young,height
http://boxrec.com/boxer/8623,"Steubenville, Ohio, USA",Bobby Joe Young,residence
http://boxrec.com/boxer/8834,Boxer,Jose Mario Lopez,role
http://boxrec.com/boxer/8834,54,Jose Mario Lopez,bouts
http://boxrec.com/boxer/8834,438,Jose Mario Lopez,rounds
http://boxrec.com/boxer/8834,31%,Jose Mario Lopez,KOs
http://boxrec.com/boxer/8834,8834,Jose Mario Lopez,global ID
http://boxrec.com/boxer/8834,1959-11-29,Jose Mario Lopez,born
http://boxrec.com/boxer/8834,1980-08-08,Jose Mario Lopez,debut
http://boxrec.com/boxer/8834,featherweight,Jose Mario Lopez,division
http://boxrec.com/boxer/8834,"Godoy Cruz, Mendoza, Argentina",Jose Mario Lopez,residence
http://boxrec.com/boxer/8834,"Guaymallen, Mendoza, Argentina",Jose Mario Lopez,birth place
http://boxrec.com/boxer/1839,Boxer,Tyrone Jackson,role
http://boxrec.com/boxer/1839,37,Tyrone Jackson,bouts
